SOURCE: ISic000672-MK-b.csv
KEY: 1.1.00001.1
Element  Group  Fit_Area  Sigma_Area  Mass_fraction  
Sr  K  7.569269e+01  3.73e+01  4.666e-05  
Y  K  4.412781e+01  1.20e+01  4.779e-05  
Zr  K  1.468252e+05  1.48e+05  0.2961  
Rh  L  6.216215e+04  5.12e+02  0.1154  
Pd  L  2.405013e+03  4.75e+02  0.003211  

SOURCE: ISic000679-MK-b.csv
KEY: 1.1.00001.1
Element  Group  Fit_Area  Sigma_Area  Mass_fraction  
Na  K  0.000000e+00  0.00e+00  0  
Mg  K  0.000000e+00  0.00e+00  0  
Al  K  0.000000e+00  0.00e+00  0  
Si  K  3.922169e-01  5.50e+01  2.126e-05  
P  K  9.405933e+02  9.73e+01  0.008523  
S  K  2.160978e+04  1.80e+02  0.05948  
Cl  K  1.627603e+03  2.31e+02  0.00228  
Ar  K  1.005361e+03  2.35e+02  0.0008453  
K  K  1.183296e+03  1.20e+02  0.0005094  
Ca  K  1.092079e+06  1.12e+03  0.4732  
Sc  K  1.394829e+00  2.72e+02  1.23e-06  
Ti  K  1.417852e+03  9.41e+01  0.0008752  
V  K  6.849803e+01  7.71e+01  3.345e-05  
Cr  K  7.168450e+03  1.23e+02  0.002589  
Mn  K  3.936750e+02  9.54e+01  0.0001192  
Fe  K  6.570887e+03  1.29e+02  0.001657  
Co  K  6.879405e+02  9.66e+01  0.0001541  
Ni  K  1.580980e+03  1.43e+02  0.0003041  
Cu  K  3.436159e+02  8.74e+01  6.31e-05  
Zn  K  1.025305e+03  9.24e+01  0.0001855  
As  K  7.540178e+02  8.57e+01  0.0001497  
Rb  K  1.307960e+02  5.20e+01  5.82e-05  
Sr  K  7.476404e+00  3.73e+01  4.691e-06  
Y  K  2.976393e+01  1.20e+01  3.281e-05  
Zr  K  1.572004e+05  1.49e+05  0.3227  
Rh  L  6.275943e+04  5.05e+02  0.1147  
Pd  L  2.405673e+03  4.76e+02  0.003163  

SOURCE: ISic000679-MK-c.csv
KEY: 1.1.00001.1
Element  Group  Fit_Area  Sigma_Area  Mass_fraction  
Na  K  0.000000e+00  0.00e+00  0  
Mg  K  0.000000e+00  0.00e+00  0  
Al  K  0.000000e+00  0.00e+00  0  
Si  K  7.212351e+01  5.00e+01  0.003861  
P  K  8.310616e+02  9.20e+01  0.007553  
S  K  5.483053e+03  1.15e+02  0.01514  
Cl  K  2.589663e+03  2.48e+02  0.003637  
Ar  K  8.301790e+02  2.26e+02  0.0006988  
K  K  7.199753e+02  1.10e+02  0.0003099  
Ca  K  9.300259e+05  9.86e+02  0.398  
Sc  K  5.618942e+02  2.63e+02  0.0004841  
Ti  K  2.020935e+03  9.58e+01  0.001219  
V  K  4.183316e+01  7.61e+01  1.997e-05  
Cr  K  7.575376e+03  1.23e+02  0.002676  
Mn  K  2.889669e+02  8.50e+01  8.553e-05  
Fe  K  3.960577e+03  1.10e+02  0.0009762  
Co  K  9.782572e+02  9.04e+01  0.0002141  
Ni  K  1.635091e+03  1.40e+02  0.000307  
Cu  K  2.669208e+02  7.78e+01  4.785e-05  
Zn  K  5.905200e+02  7.50e+01  0.0001043  
As  K  2.862731e+02  7.33e+01  5.547e-05  
Rb  K  1.774665e+02  4.64e+01  7.705e-05  
Sr  K  5.000392e+01  3.34e+01  3.061e-05  
Y  K  3.195311e+01  1.10e+01  3.437e-05  
Zr  K  1.303717e+05  1.26e+05  0.2611  
Rh  L  6.231924e+04  5.13e+02  0.1141  
Pd  L  2.722343e+03  4.71e+02  0.003584  

SOURCE: ISic000680-MK-a.csv
KEY: 1.1.00001.1
Element  Group  Fit_Area  Sigma_Area  Mass_fraction  
Na  K  0.000000e+00  0.00e+00  0  
Mg  K  0.000000e+00  0.00e+00  0  
Al  K  0.000000e+00  0.00e+00  0  
Si  K  4.265983e+01  5.30e+01  0.002325  
P  K  1.444022e-01  1.01e+02  1.326e-06  
S  K  7.491896e+03  1.29e+02  0.0209  
Cl  K  1.708482e+03  2.33e+02  0.002425  
Ar  K  1.471718e+03  2.31e+02  0.001253  
K  K  1.117708e+03  1.21e+02  0.0004869  
Ca  K  1.203684e+06  1.12e+03  0.5246  
Sc  K  1.725088e+01  2.90e+02  1.522e-05  
Ti  K  1.520677e+03  9.42e+01  0.0009393  
V  K  1.388778e+00  7.60e+01  6.786e-07  
Cr  K  6.984427e+03  1.22e+02  0.002524  
Mn  K  4.628718e+02  9.28e+01  0.0001402  
Fe  K  6.662252e+03  1.28e+02  0.001681  
Co  K  2.533580e+03  1.09e+02  0.0005676  
Ni  K  9.220266e+02  1.38e+02  0.0001773  
Cu  K  5.528411e+02  8.76e+01  0.0001015  
Zn  K  1.144306e+03  9.23e+01  0.000207  
As  K  4.264912e+02  8.56e+01  8.466e-05  
Rb  K  9.864035e+01  5.35e+01  4.388e-05  
Sr  K  6.833447e+01  3.90e+01  4.287e-05  
Y  K  1.155951e-01  1.18e+01  1.274e-07  
Zr  K  4.359674e+04  1.56e+05  0.08947  
Rh  L  5.965280e+04  4.98e+02  0.1105  
Pd  L  1.362228e+01  4.65e+02  1.813e-05  

SOURCE: ISic000680-MK-b.csv
KEY: 1.1.00001.1
Element  Group  Fit_Area  Sigma_Area  Mass_fraction  
Na  K  0.000000e+00  0.00e+00  0  
Mg  K  0.000000e+00  0.00e+00  0  
Al  K  0.000000e+00  0.00e+00  0  
Si  K  4.841874e+00  5.32e+01  0.0002634  
P  K  3.198171e-02  9.81e+01  2.913e-07  
S  K  8.551639e+03  1.33e+02  0.02366  
Cl  K  2.186170e+03  2.30e+02  0.003079  
Ar  K  6.912464e+02  2.31e+02  0.0005842  
K  K  1.447661e+03  1.21e+02  0.0006265  
Ca  K  1.144459e+06  1.14e+03  0.4973  
Sc  K  9.596499e+00  2.88e+02  8.46e-06  
Ti  K  1.760486e+03  9.69e+01  0.001087  
V  K  1.922916e+01  7.82e+01  9.39e-06  
Cr  K  7.780949e+03  1.26e+02  0.002811  
