SOURCE: ISic000613-t-a.csv
KEY: 1.1.00001.1
Element  Group  Fit_Area  Sigma_Area  Mass_fraction  
Ni  K  6.335423e+01  2.94e+01  8.187e-06  
Cu  K  2.835998e+02  2.52e+01  5.218e-05  
Zn  K  2.029586e+02  2.42e+01  3.198e-05  
As  K  5.983336e+01  7.99e+01  1.759e-05  
Rb  K  4.386560e+02  7.60e+01  6.881e-05  
Sr  K  9.042743e+03  1.35e+02  0.001307  
Y  K  4.513219e+02  9.06e+01  6.121e-05  
Zr  K  6.266718e+02  1.05e+02  8.153e-05  
Rh  K  1.725854e+04  3.87e+03  0.003802  
Rh  L  9.455641e+01  8.29e+01  0.001323  
Pd  K  9.405518e+03  5.59e+02  0.002266  
Pd  L  1.049870e+03  1.01e+02  0.01153  
Sn  K  1.179367e+03  1.06e+02  0.000507  
Ba  L  1.021203e+02  4.55e+01  0.0001199  
Au  L  1.808028e+02  5.38e+01  5.774e-05  
Hg  L  3.506989e+02  6.19e+01  0.000104  
Pb  L  1.999774e+03  1.37e+02  0.0005159  

SOURCE: ISic000786-t-b.csv
KEY: 1.1.00001.1
Element  Group  Fit_Area  Sigma_Area  Mass_fraction  
S  K  1.658131e+02  3.43e+01  0.008188  
Cl  K  8.259225e+01  4.03e+01  0.00185  
Ar  K  9.744280e+02  5.99e+01  0.01102  
K  K  9.862685e+02  4.68e+01  0.005254  
Ca  K  1.637283e+05  4.09e+02  0.4522  
Sc  K  8.121227e+01  8.69e+01  0.0001343  
Ti  K  1.231708e+02  2.79e+01  0.0001209  
V  K  5.996931e+00  1.72e+01  3.651e-06  
Cr  K  5.516606e+01  1.58e+01  2.075e-05  
Mn  K  8.791231e+01  1.76e+01  2.192e-05  
Fe  K  2.747312e+03  5.57e+01  0.0004532  
Co  K  8.541134e-02  1.73e+01  1.004e-08  
Ni  K  5.554801e+01  2.38e+01  7.512e-06  
Cu  K  3.019322e+02  2.31e+01  5.476e-05  
Zn  K  1.576185e+02  2.05e+01  2.442e-05  
As  K  1.154220e+02  6.74e+01  3.329e-05  
Rb  K  2.979136e+02  6.12e+01  4.581e-05  
Sr  K  6.371987e+03  1.11e+02  0.0009026  
Y  K  5.156125e+02  7.52e+01  6.854e-05  
Zr  K  3.150322e+02  8.47e+01  4.017e-05  
Rh  K  6.584882e+03  3.20e+03  0.001421  
Rh  L  1.781071e+02  6.83e+01  0.002437  
Pd  K  1.628322e+03  4.71e+02  0.0003843  
Pd  L  4.845872e+02  8.19e+01  0.005202  
Sn  K  7.756567e+02  8.65e+01  0.0003267  
Ba  L  8.470631e+01  4.08e+01  9.709e-05  
Au  L  3.962017e+02  4.99e+01  0.0001246  
Hg  L  1.921552e+02  5.05e+01  5.588e-05  
Pb  L  1.540979e+03  1.14e+02  0.0003906  

SOURCE: ISic001246-t-a.csv
KEY: 1.1.00001.1
Element  Group  Fit_Area  Sigma_Area  Mass_fraction  
S  K  9.902834e+02  5.09e+01  0.05208  
Cl  K  2.483365e+02  5.03e+01  0.005929  
Ar  K  8.907328e+02  6.67e+01  0.01074  
K  K  1.491808e+03  5.77e+01  0.008476  
Ca  K  2.679373e+05  5.22e+02  0.7894  
Sc  K  9.960351e+01  1.13e+02  0.0001757  
Ti  K  2.323134e+02  3.49e+01  0.0002432  
V  K  8.049729e+00  2.29e+01  5.226e-06  
Cr  K  7.093459e+01  1.87e+01  2.843e-05  
Mn  K  2.260050e+02  2.40e+01  6.003e-05  
Fe  K  6.356596e+03  8.36e+01  0.001116  
Co  K  5.272934e+01  2.53e+01  6.585e-06  
Ni  K  5.562278e+01  2.92e+01  5.899e-06  
Cu  K  3.628535e+02  2.84e+01  6.619e-05  
Zn  K  8.371867e+02  3.78e+01  0.0001331  
As  K  3.896464e+02  9.87e+01  0.0001175  
Rb  K  3.058155e+02  7.68e+01  4.931e-05  
Sr  K  1.759600e+04  1.71e+02  0.002615  
Y  K  8.032047e+02  9.63e+01  0.0001121  
Zr  K  8.589335e+02  1.16e+02  0.000115  
