SOURCE: ISic000007-t-a.csv
KEY: 1.1.00001.1
Element  Group  Fit_Area  Sigma_Area  Mass_fraction  
Sn  K  1.070699e+03  9.65e+01  0.0004675  
Ba  L  5.367730e+01  4.52e+01  6.447e-05  
Au  L  2.117965e+02  5.61e+01  6.735e-05  
Hg  L  3.607098e+02  6.04e+01  0.0001082  
Pb  L  2.211884e+03  1.40e+02  0.0005732  

SOURCE: ISic000508-t-c.csv
KEY: 1.1.00001.1
Element  Group  Fit_Area  Sigma_Area  Mass_fraction  
S  K  2.193980e+03  5.99e+01  0.1188  
Cl  K  3.962356e+02  5.29e+01  0.009739  
Ar  K  6.890346e+02  6.18e+01  0.008553  
K  K  2.579051e+02  4.17e+01  0.001508  
Ca  K  6.133121e+04  2.56e+02  0.186  
Sc  K  2.894950e+02  7.74e+01  0.0005258  
Ti  K  2.266395e+02  5.23e+01  0.0002442  
V  K  3.511350e+01  4.05e+01  2.347e-05  
Cr  K  9.136175e+02  4.79e+01  0.0003771  
Mn  K  2.547015e+02  4.16e+01  6.968e-05  
Fe  K  9.738362e+03  1.09e+02  0.001762  
Co  K  1.226866e+02  4.40e+01  1.58e-05  
Ni  K  8.461184e+01  3.93e+01  1.013e-05  
Cu  K  4.011486e+02  4.59e+01  7.706e-05  
Zn  K  5.625915e+02  5.21e+01  9.332e-05  
As  K  2.497474e+04  4.83e+02  0.007789  
Rb  K  8.930181e+01  8.68e+01  1.488e-05  
Sr  K  1.054047e+04  1.44e+02  0.001618  
Y  K  3.773103e+01  1.74e+02  5.438e-06  
Zr  K  2.451249e+00  9.90e+01  3.39e-07  
Rh  K  4.985035e+02  6.76e+03  0.0001168  
Rh  L  3.439968e+00  8.55e+01  5.14e-05  
Pd  K  4.182360e+03  3.30e+02  0.001072  
Pd  L  6.213532e+00  9.69e+01  7.288e-05  
Sn  K  7.757110e+00  1.41e+02  3.548e-06  
Ba  L  3.040846e+02  8.79e+01  0.0003821  
Au  L  2.914918e+01  1.26e+02  9.768e-06  
Hg  L  6.914177e+00  1.46e+02  2.175e-06  
Pb  L  1.348784e+06  1.26e+03  0.3674  

SOURCE: ISic000508-t-d.csv
KEY: 1.1.00001.1
Element  Group  Fit_Area  Sigma_Area  Mass_fraction  
S  K  1.032848e+03  4.58e+01  0.05401  
Cl  K  2.276549e+02  4.58e+01  0.005403  
Ar  K  6.404692e+02  5.81e+01  0.007676  
K  K  5.119271e+02  4.16e+01  0.002891  
Ca  K  1.047421e+05  3.29e+02  0.3067  
Sc  K  5.468475e+02  8.72e+01  0.0009589  
Ti  K  2.402706e+01  3.52e+01  2.5e-05  
V  K  1.181921e+02  2.94e+01  7.627e-05  
Cr  K  8.592424e+02  3.93e+01  0.0003424  
Mn  K  3.567424e+02  3.37e+01  9.423e-05  
Fe  K  3.282870e+03  6.48e+01  0.0005734  
Co  K  5.976400e+01  2.84e+01  7.43e-06  
Ni  K  3.752905e+01  2.83e+01  4.389e-06  
